column_id,node_i,node_j,bx [mm],by [mm],length [mm],wg [kN/m],wq [kN/m],fcd [MPa],fsyd [MPa],cover [mm],dbl_cor [mm],dbl_int [mm],nblx_int,nbly_int,dbh [mm],sbh [mm],nbh_x,nbh_y,fcm_q [MPa],fsyml_q [MPa],fsymh_q [MPa],sbh_q [mm],cover_q [mm],bondslip_factor_q
1,1,1001,250,250,3650,1.5,0,8.5,240,30,12,12,0,1,6,125,2,2,17.7208,463.372,491.06,136.943,41.0348,0
2,2,1002,350,400,3650,3.36,0,8.5,240,30,12,12,0,3,6,125,2,2,26.8046,469.96,462.811,146.834,29.3959,0
3,3,1003,350,400,3650,3.36,0,8.5,240,30,12,12,0,3,6,125,2,2,25.306,477.876,492.396,143.546,28.0428,0
6,6,1006,350,400,3650,3.36,0,8.5,240,30,12,12,0,3,6,125,2,2,25.1139,484.38,477.695,147.287,31.13,0
7,7,1007,350,400,3650,3.36,0,8.5,240,30,12,12,0,3,6,125,2,2,23.9463,463.988,467.249,125.288,39.2516,0
8,8,1008,250,250,3650,1.5,0,8.5,240,30,12,12,0,1,6,125,2,2,22.1665,486.891,473.949,161.184,45.2546,0
9,9,1009,400,350,3650,3.36,0,8.5,240,30,16,12,2,0,6,150,2,2,27.7802,464.98,486.664,160.58,33.2358,0
10,10,1010,600,500,3650,7.2,0,8.5,240,30,20,20,6,0,6,200,2,2,23.536,468.942,478.382,204.601,28.0483,0
11,11,1011,600,500,3650,7.2,0,8.5,240,30,20,16,8,0,6,200,2,2,23.0836,486.805,471.341,217.689,37.357,0
12,12,1012,500,400,3650,4.8,0,8.5,240,30,20,16,5,0,6,200,2,2,27.8074,494.639,471.552,241.576,39.9706,0
13,13,1013,500,400,3650,4.8,0,8.5,240,30,20,16,5,0,6,200,2,2,26.5289,506.169,486.097,255.964,30.6538,0
14,14,1014,600,500,3650,7.2,0,8.5,240,30,20,16,8,0,6,200,2,2,20.9599,484.741,484.573,250.649,33.5414,0
15,15,1015,600,500,3650,7.2,0,8.5,240,30,20,20,6,0,6,200,2,2,26.3224,479.33,462.072,219.602,37.6336,0
16,16,1016,400,350,3650,3.36,0,8.5,240,30,16,12,2,0,6,150,2,2,21.8433,464.018,490.765,187.448,33.0245,0
17,17,1017,250,250,3650,1.5,0,8.5,240,30,12,12,0,1,6,125,2,2,30.6208,481.783,467.219,127.04,32.4109,0
18,18,1018,350,400,3650,3.36,0,8.5,240,30,12,12,0,3,6,125,2,2,32.2764,469.192,471.62,128.481,28.2326,0
19,19,1019,350,400,3650,3.36,0,8.5,240,30,12,12,0,3,6,125,2,2,26.0683,480.433,454.313,131.988,31.5659,0
20,20,1020,300,300,3650,2.16,0,8.5,240,30,12,12,2,0,6,125,2,2,32.0716,483.33,480.188,154.541,26.1011,0
21,21,1021,300,300,3650,2.16,0,8.5,240,30,12,12,2,0,6,125,2,2,19.7296,491.745,492.649,152.159,23.7144,0
22,22,1022,350,400,3650,3.36,0,8.5,240,30,12,12,0,3,6,125,2,2,26.2126,474.544,498.016,129.918,26.3541,0
