column_id,node_i,node_j,bx [mm],by [mm],length [mm],wg [kN/m],wq [kN/m],fcd [MPa],fsyd [MPa],cover [mm],dbl_cor [mm],dbl_int [mm],nblx_int,nbly_int,dbh [mm],sbh [mm],nbh_x,nbh_y,fcm_q [MPa],fsyml_q [MPa],fsymh_q [MPa],sbh_q [mm],cover_q [mm],bondslip_factor_q
1,1,1001,450,450,3100,5.0625,0,10.6667,347.826,30,20,16,1,1,6,150,4,4,19.545,477.811,485.418,151.437,35.3792,1
2,2,1002,500,500,3100,6.25,0,10.6667,347.826,30,20,16,4,1,6,100,4,4,24.4962,478.517,475.539,103.265,28.121,1
5,5,1005,500,500,3100,6.25,0,10.6667,347.826,30,20,16,4,1,6,100,4,4,20.217,479.08,481.775,104.325,30.6707,1
6,6,1006,450,450,3100,5.0625,0,10.6667,347.826,30,20,16,1,1,6,150,4,4,19.445,471.347,490.71,153.633,29.4261,1
7,7,1007,500,500,3100,6.25,0,10.6667,347.826,30,16,12,3,5,6,125,4,4,19.1841,475.303,479.093,131.076,29.0789,1
8,8,1008,750,750,3100,14.0625,0,10.6667,347.826,30,25,20,7,4,8,100,6,6,21.1562,490.043,476.099,103.021,31.3614,1
9,9,1009,650,650,3100,10.5625,0,10.6667,347.826,30,25,20,3,3,8,150,5,5,22.4241,481.504,480.857,156.185,28.3094,1
10,10,1010,650,650,3100,10.5625,0,10.6667,347.826,30,25,20,3,3,8,150,5,5,21.4987,481.979,475.092,150.857,30.471,1
11,11,1011,750,750,3100,14.0625,0,10.6667,347.826,30,25,20,7,4,8,100,6,6,19.3049,483.259,477.526,104.578,28.7768,1
12,12,1012,500,500,3100,6.25,0,10.6667,347.826,30,16,12,3,5,6,125,4,4,25.1322,488.863,479.083,125.8,32.229,1
13,13,1013,500,500,3100,6.25,0,10.6667,347.826,30,16,12,3,6,6,125,4,4,21.4351,477.585,471.127,129.05,27.2804,1
14,14,1014,750,750,3100,14.0625,0,10.6667,347.826,30,25,20,7,5,8,100,6,6,23.3145,474.213,476.499,101.296,28.3133,1
15,15,1015,650,650,3100,10.5625,0,10.6667,347.826,30,25,20,3,4,8,125,5,5,21.5241,480.156,486.501,127.107,31.8062,1
16,16,1016,650,650,3100,10.5625,0,10.6667,347.826,30,25,20,3,4,8,125,5,5,21.4054,475.114,483.694,129.473,29.8972,1
17,17,1017,750,750,3100,14.0625,0,10.6667,347.826,30,25,20,7,5,8,100,6,6,18.6583,487.459,472.456,100.831,24.9762,1
18,18,1018,500,500,3100,6.25,0,10.6667,347.826,30,16,12,3,6,6,125,4,4,20.0763,484.56,482.645,127.803,38.5811,1
19,19,1019,450,450,3100,5.0625,0,10.6667,347.826,30,20,16,1,1,6,150,4,4,20.4668,482.785,473.058,155.953,28.8663,1
20,20,1020,550,550,3100,7.5625,0,10.6667,347.826,30,25,20,3,1,8,200,5,5,22.3649,489.364,474.34,202.269,31.8603,1
21,21,1021,550,550,3100,7.5625,0,10.6667,347.826,30,25,20,2,2,8,200,5,5,24.064,486.461,472.153,209.96,31.6562,1
22,22,1022,550,550,3100,7.5625,0,10.6667,347.826,30,25,20,2,2,8,200,5,5,21.2056,489.92,479.731,206.002,26.464,1
23,23,1023,550,550,3100,7.5625,0,10.6667,347.826,30,25,20,3,1,8,200,5,5,21.394,477.355,477.452,201.106,28.2021,1
24,24,1024,450,450,3100,5.0625,0,10.6667,347.826,30,20,16,1,1,6,150,4,4,18.8922,479.099,479.736,150.061,30.8033,1
1001,1001,2001,450,450,2800,5.0625,0,10.6667,347.826,30,20,16,0,2,6,150,4,4,22.2193,481.502,477.487,150.256,28.513,1
1002,1002,2002,500,500,2800,6.25,0,10.6667,347.826,30,20,16,3,1,6,75,4,4,24.0583,477.669,479.299,78.4516,37.7973,1
1005,1005,2005,500,500,2800,6.25,0,10.6667,347.826,30,20,16,3,1,6,75,4,4,19.8989,484.396,475.858,76.4371,28.5514,1
1006,1006,2006,450,450,2800,5.0625,0,10.6667,347.826,30,20,16,0,2,6,150,4,4,16.3837,478.405,487.308,157.462,30.5939,1
1007,1007,2007,500,500,2800,6.25,0,10.6667,347.826,30,16,12,2,6,6,125,4,4,19.8738,477.629,473.922,125.571,34.2534,1
1008,1008,2008,750,750,2800,14.0625,0,10.6667,347.826,30,25,20,6,0,8,150,6,6,22.5534,478.448,471.468,153.886,29.7527,1
1009,1009,2009,650,650,2800,10.5625,0,10.6667,347.826,30,25,20,1,3,8,150,5,5,21.2057,474.31,473.529,150.315,33.2376,1
1010,1010,2010,650,650,2800,10.5625,0,10.6667,347.826,30,25,20,1,3,8,150,5,5,24.4907,482.273,478.453,156.513,30.3599,1
1011,1011,2011,750,750,2800,14.0625,0,10.6667,347.826,30,25,20,6,0,8,150,6,6,19.2896,482.15,469.725,151.522,29.301,1
1012,1012,2012,500,500,2800,6.25,0,10.6667,347.826,30,16,12,2,6,6,125,4,4,24.7009,482.261,477.83,129.609,30.7605,1
